Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,SJH,SJD,SJA
E0,04-04-2009,Bolton,Middlesbrough,4,1,H,2,1,H,A Wiley,16,19,9,4,20,14,7,5,2,1,0,0,2.1,3.3,3.6,2,3.15,3.5,2,3.2,3.75,2,3.3,3.6,2,3.2,3.2,2.1,3.2,3.2,2.05,3.25,3.75
E0,04-04-2009,Fulham,Liverpool,0,1,A,0,0,D,S Bennett,3,19,1,10,8,10,3,6,2,2,0,0,6,3.75,1.61,5.25,3.5,1.6,5.5,3.6,1.62,6,3.7,1.55,4.5,3.5,1.62,5.25,3.5,1.6,6,3.6,1.62
E0,04-04-2009,Hull,Portsmouth,0,0,D,0,0,D,C Foy,9,7,1,2,13,14,1,4,0,2,0,1,2.62,3.25,2.75,2.4,3.15,2.7,2.6,3.25,2.6,2.5,3.2,2.75,2.38,3.2,2.6,2.5,3.2,2.6,2.5,3.25,2.8
E0,04-04-2009,Newcastle,Chelsea,0,2,A,0,0,D,R Styles,6,16,4,10,7,17,4,6,0,2,0,0,5,3.6,1.72,5.25,3.5,1.6,5.5,3.6,1.62,5.3,3.5,1.65,5,3.5,1.57,5.25,3.5,1.6,5.5,3.6,1.67
E0,04-04-2009,West Brom,Stoke,0,2,A,0,1,A,M Atkinson,12,9,9,6,10,10,6,3,2,1,0,0,2.2,3.25,3.4,2.15,3.15,3.15,2.15,3.2,3.3,2.2,3.2,3.2,2.2,3.2,2.8,2.2,3.2,3,2.2,3.2,3.4
E0,04-04-2009,West Ham,Sunderland,2,0,H,1,0,H,M Jones,16,14,11,9,10,7,11,8,1,1,0,0,2.1,3.2,3.75,1.85,3.3,3.9,2,3.2,3.75,1.9,3.3,3.9,1.91,3.2,3.5,2,3.2,3.5,2.05,3.25,3.75
E0,05-04-2009,Everton,Wigan,4,0,H,1,0,H,P Dowd,14,14,10,8,17,11,1,4,0,3,0,0,1.72,3.4,5.5,1.6,3.5,5.25,1.7,3.45,5,1.75,3.5,4.6,1.73,3.1,4.5,1.7,3.4,4.5,1.7,3.4,5.5
E0,05-04-2009,Man United,Aston Villa,3,2,H,1,1,D,M Riley,14,8,9,8,11,15,8,4,1,2,0,0,1.4,4.33,9,1.35,4.25,7.85,1.4,4,8.5,1.37,4.4,8,1.36,3.75,8,1.35,4.2,8.5,1.4,4.33,9
E0,11-04-2009,Chelsea,Bolton,4,3,H,1,0,H,P Walton,20,14,9,6,11,17,8,4,0,0,0,0,1.25,5.5,15,1.25,5,10,1.25,5,12,1.27,4.9,11,1.3,5,11,1.2,5.5,12,1.29,5,12
E0,11-04-2009,Liverpool,Blackburn,4,0,H,2,0,H,M Riley,22,7,12,5,6,13,7,2,2,1,0,0,1.33,4.75,11,1.27,4.85,9,1.33,4.5,10,1.3,4.8,9.5,1.33,4.5,11,1.28,4.5,10,1.33,4.5,11
E0,11-04-2009,Middlesbrough,Hull,3,1,H,2,1,H,P Dowd,15,12,9,6,15,16,3,3,3,3,0,0,2.1,3.3,3.75,2,3.15,3.5,2.05,3.2,3.6,2,3.3,3.6,2.1,3.3,3.5,2.05,3.2,3.3,2,3.4,3.75
E0,11-04-2009,Portsmouth,West Brom,2,2,D,1,0,H,M Dean,14,12,4,7,16,10,4,2,3,1,0,0,1.73,3.5,5.5,1.65,3.45,4.9,1.73,3.3,5,1.75,3.5,4.6,1.67,3.6,5.5,1.67,3.3,5,1.67,3.6,5.5
E0,11-04-2009,Stoke,Newcastle,1,1,D,1,0,H,C Foy,17,8,6,2,14,11,8,4,4,2,0,0,2.5,3.25,2.88,2.35,3.15,2.8,2.5,3.15,2.75,2.4,3.2,2.85,2.38,3.25,3,2.35,3.2,2.75,2.38,3.25,3
E0,11-04-2009,Sunderland,Man United,1,2,A,0,1,A,R Styles,12,18,7,8,6,3,5,4,1,2,0,0,7.5,4,1.5,6.75,3.8,1.45,7,4,1.46,7,4,1.45,7,4,1.5,7.5,4,1.4,8,4.1,1.44
E0,11-04-2009,Tottenham,West Ham,1,0,H,0,0,D,M Atkinson,14,8,9,6,9,12,10,1,1,4,0,0,1.73,3.5,5.5,1.75,3.25,4.55,1.73,3.3,5,1.75,3.5,4.6,1.8,3.5,4.5,1.67,3.4,4.75,1.73,3.5,5
E0,11-04-2009,Wigan,Arsenal,1,4,A,1,0,H,A Wiley,11,15,5,8,15,16,6,5,3,3,0,0,5.25,3.5,1.73,4.9,3.45,1.65,5,3.3,1.73,4.6,3.5,1.75,5,3.5,1.73,4.5,3.4,1.7,5.5,3.3,1.73
E0,12-04-2009,Aston Villa,Everton,3,3,D,1,2,A,H Webb,15,10,8,6,9,15,11,7,0,2,0,0,2.2,3.25,3.5,2.1,3.15,3.25,2.2,3.2,3.25,2,3.3,3.6,2.1,3.3,3.5,2.1,3.2,3.2,2.25,3.3,3.2
E0,12-04-2009,Man City,Fulham,1,3,A,1,0,H,M Halsey,13,15,5,11,9,8,8,3,0,1,0,0,1.91,3.4,4.33,1.8,3.35,4,1.9,3.3,4,1.85,3.4,4,1.8,3.5,4.5,1.83,3.25,4,1.83,3.4,4.5
E0,18-04-2009,Aston Villa,West Ham,1,1,D,1,0,H,R Styles,17,18,7,9,9,10,12,11,2,3,0,0,1.67,3.6,5.5,1.65,3.4,5,1.67,3.5,5,1.7,3.5,4.9,1.67,3.3,4.5,1.67,3.4,4.75,1.62,3.5,5
E0,18-04-2009,Middlesbrough,Fulham,0,0,D,0,0,D,P Walton,18,11,14,6,10,14,9,1,3,1,0,0,2.25,3.25,3.3,2.25,3.15,2.95,2.2,3.2,3.2,2.1,3.3,3.35,2.2,3.25,2.75,2.2,3.2,3,2.2,3.25,3
E0,18-04-2009,Portsmouth,Bolton,1,0,H,0,0,D,P Dowd,20,5,10,1,11,14,6,5,2,4,0,0,2.1,3.3,3.6,2,3.15,3.5,2,3.25,3.6,1.9,3.3,3.9,1.91,3.25,3.4,2,3.25,3.4,2,3.25,3.4
E0,18-04-2009,Stoke,Blackburn,1,0,H,0,0,D,H Webb,6,3,2,1,11,4,4,6,3,1,0,0,2.4,3.25,3,2.3,3.15,2.85,2.3,3.2,3,2.3,3.2,3,2.2,3.2,2.8,2.3,3.2,2.8,2.25,3.25,2.88
E0,18-04-2009,Sunderland,Hull,1,0,H,1,0,H,M Dean,8,13,4,3,11,23,6,6,2,3,0,0,1.91,3.4,4.2,1.85,3.25,4,1.9,3.3,4,1.9,3.3,3.9,1.91,3.2,3.5,1.85,3.25,4,1.91,3.25,3.75
E0,19-04-2009,Man City,West Brom,4,2,H,2,1,H,M Jones,18,26,11,17,18,14,3,9,1,2,0,0,1.57,3.8,6.5,1.5,3.6,6.5,1.6,3.6,5.75,1.65,3.5,5.3,1.57,3.5,5,1.55,3.6,5.5,1.57,3.6,5.5
E0,19-04-2009,Tottenham,Newcastle,1,0,H,1,0,H,M Halsey,22,8,18,3,13,15,4,7,1,2,0,0,1.67,3.6,5.5,1.65,3.4,5,1.67,3.5,5,1.6,3.6,5.6,1.62,3.5,4.5,1.65,3.4,5,1.67,3.4,5
E0,21-04-2009,Liverpool,Arsenal,4,4,D,0,1,A,H Webb,22,8,15,4,10,12,12,0,0,1,0,0,1.72,3.6,5,1.65,3.5,4.75,1.73,3.35,5,1.8,3.4,4.3,1.8,3.2,4,1.7,3.4,4.5,1.73,3.5,5
E0,22-04-2009,Chelsea,Everton,0,0,D,0,0,D,M Halsey,18,14,6,5,9,10,4,6,0,1,0,0,1.44,4.2,8.5,1.41,3.8,7.75,1.45,3.75,8,1.4,4.3,7.5,1.4,3.75,7,1.45,3.75,6.75,1.44,4,8.5
E0,22-04-2009,Man United,Portsmouth,2,0,H,1,0,H,P Walton,20,5,14,1,10,8,6,2,1,0,0,0,1.25,5.5,13,1.25,5,10,1.25,5.25,11,1.25,5,12,1.22,5,10,1.22,5.25,11,1.25,5.5,13
E0,25-04-2009,Bolton,Aston Villa,1,1,D,0,1,A,L Probert,9,14,6,6,12,9,4,5,0,1,0,0,3.1,3.3,2.37,2.85,3.15,2.3,2.8,3.25,2.4,2.8,3.1,2.5,2.5,3.2,2.5,2.7,3.2,2.4,2.88,3.2,2.5
E0,25-04-2009,Everton,Man City,1,2,A,0,1,A,A Wiley,12,16,4,10,12,14,5,3,1,3,0,0,1.83,3.5,4.5,1.8,3.3,4.1,1.83,3.4,4.25,1.8,3.4,4.3,1.73,3.2,4.33,1.8,3.4,4,1.8,3.5,4.5
E0,25-04-2009,Fulham,Stoke,1,0,H,1,0,H,L Mason,10,9,7,2,8,11,5,7,1,2,0,0,1.75,3.5,5,1.7,3.4,4.6,1.75,3.5,4.5,1.8,3.25,4.5,1.73,3.2,4.33,1.73,3.4,4.5,1.73,3.4,5.3
E0,25-04-2009,Hull,Liverpool,1,3,A,0,1,A,M Atkinson,7,21,5,8,15,14,3,8,3,1,1,0,10,4.5,1.36,8,4.25,1.35,8.5,4.1,1.4,7.6,4,1.43,7,3.75,1.4,8.5,4.2,1.35,9.5,4.5,1.36
E0,25-04-2009,Man United,Tottenham,5,2,H,0,2,A,H Webb,21,6,14,4,14,10,6,2,3,3,0,0,1.44,4,9,1.4,4,7.5,1.44,4,7.5,1.43,4,7.6,1.4,3.75,7,1.4,4.2,7,1.4,4.33,8.5
E0,25-04-2009,West Brom,Sunderland,3,0,H,1,0,H,M Halsey,15,9,9,5,9,14,6,3,0,1,0,0,2.5,3.3,2.87,2.35,3.15,2.8,2.4,3.25,2.8,2.5,3.1,2.8,2.38,3.2,2.6,2.4,3.2,2.7,2.5,3.25,2.88
E0,25-04-2009,West Ham,Chelsea,0,1,A,0,0,D,M Dean,8,20,6,8,9,11,3,5,1,0,0,0,4.75,3.3,1.85,4,3.35,1.8,5,3.4,1.72,4.8,3.4,1.75,4.5,3.3,1.67,4.5,3.4,1.7,5,3.3,1.8
E0,26-04-2009,Arsenal,Middlesbrough,2,0,H,1,0,H,C Foy,15,5,11,4,8,13,8,1,0,0,0,0,1.5,4.2,7.5,1.4,4,7.5,1.45,4,7.25,1.45,4,7,1.44,3.75,6,1.45,4,6.25,1.44,4.1,8
E0,26-04-2009,Blackburn,Wigan,2,0,H,1,0,H,P Walton,14,17,8,8,11,11,3,9,0,0,0,0,1.9,3.4,4.2,1.9,3.2,3.8,1.9,3.3,4,1.85,3.4,4,1.91,3.25,3.4,1.85,3.4,3.75,1.95,3.4,4
E0,27-04-2009,Newcastle,Portsmouth,0,0,D,0,0,D,M Riley,13,15,8,7,13,8,7,10,2,2,0,0,2,3.5,3.75,2,3.15,3.5,2,3.25,3.75,2,3.3,3.6,2,3.2,3.2,1.95,3.3,3.5,2,3.4,3.8
E0,02-05-2009,Chelsea,Fulham,3,1,H,2,1,H,A Wiley,13,8,5,3,6,7,5,4,0,1,0,0,1.53,3.8,7,1.5,3.55,6.5,1.5,3.5,7.25,1.45,4,7,1.5,3.5,6,1.4,4,7.25,1.4,4,7.5
E0,02-05-2009,Man City,Blackburn,3,1,H,3,0,H,M Dean,9,16,7,9,10,14,7,6,2,3,0,0,2,3.3,4,1.85,3.25,3.95,1.9,3.3,4,1.8,3.4,4.3,1.73,3.4,4,2,3.25,3.4,1.83,3.25,4
E0,02-05-2009,Middlesbrough,Man United,0,2,A,0,1,A,M Halsey,11,13,5,4,7,7,3,3,1,1,0,0,6.5,3.8,1.57,6,3.75,1.5,6.25,3.8,1.53,6.7,3.8,1.5,6.5,4,1.4,6.5,4,1.44,7.5,4,1.4
E0,02-05-2009,Portsmouth,Arsenal,0,3,A,0,2,A,L Mason,12,15,4,9,9,10,5,11,3,1,1,0,3.2,3.3,2.3,3.5,3.2,2,3.45,3.3,2,3.3,3.2,2.15,3.2,3.2,2,3.25,3.25,2.05,3.75,3.25,1.91
E0,02-05-2009,Stoke,West Ham,0,1,A,0,1,A,P Walton,13,7,7,3,8,9,7,0,3,2,0,0,2.37,3.25,3.1,2.4,3.15,2.7,2.35,3.25,2.9,2.45,3.2,2.8,2.2,3.2,2.8,2.4,3.2,2.7,2.38,3.2,2.75
E0,02-05-2009,Tottenham,West Brom,1,0,H,1,0,H,R Styles,16,10,9,7,6,7,9,7,1,1,0,0,1.5,4,7,1.5,3.6,6.5,1.5,3.75,7,1.45,4,7,1.5,3.6,5.5,1.5,3.75,6,1.44,4,6.5
E0,02-05-2009,Wigan,Bolton,0,0,D,0,0,D,M Jones,16,10,7,2,14,10,9,6,2,3,0,0,2.1,3.25,3.75,2.1,3.15,3.25,2.1,3.2,3.5,2.1,3.25,3.4,2.1,3.2,3,2.1,3.2,3.2,2.1,3.2,3.25
E0,03-05-2009,Liverpool,Newcastle,3,0,H,2,0,H,P Dowd,25,3,11,3,6,8,7,1,0,2,0,1,1.25,5.5,13,1.25,5,10,1.25,5,13,1.27,5,10.5,1.29,4.5,8,1.28,4.5,10,1.25,5,11
E0,03-05-2009,Sunderland,Everton,0,2,A,0,0,D,M Atkinson,8,10,3,8,15,12,9,3,3,4,0,0,2.5,3.25,2.9,2.4,3.2,2.7,2.5,3.2,2.75,2.3,3.2,3,2.4,3.25,2.5,2.4,3.2,2.7,2.5,3.25,2.63
E0,04-05-2009,Aston Villa,Hull,1,0,H,1,0,H,M Dean,12,9,8,5,13,10,13,7,0,2,0,0,1.53,3.8,7,1.5,3.75,6,1.55,3.75,6,1.6,3.6,5.6,1.57,3.5,5,1.5,3.75,6,1.53,3.6,6
E0,09-05-2009,Blackburn,Portsmouth,2,0,H,1,0,H,M Riley,8,7,6,4,20,12,4,3,2,1,0,0,2,3.25,4,1.9,3.2,3.8,2,3.2,3.75,2,3.1,3.9,2,3.2,3.2,1.9,3.2,3.8,2,3.2,4
E0,09-05-2009,Bolton,Sunderland,0,0,D,0,0,D,R Styles,8,15,4,4,12,3,10,3,2,0,0,0,2.2,3.25,3.5,2.1,3.15,3.25,2.2,3.2,3.25,2.1,3.3,3.35,2,3.2,3.2,2.2,3.2,3,2.1,3.25,3.6
E0,09-05-2009,Everton,Tottenham,0,0,D,0,0,D,L Mason,13,4,5,2,16,10,4,5,2,3,0,0,2.3,3.3,3.2,2.1,3.15,3.25,2.25,3.25,3.1,2.3,3.3,2.9,2.1,3.2,3,2.2,3.2,3,2.25,3.25,3.25
E0,09-05-2009,Fulham,Aston Villa,3,1,H,1,1,D,M Halsey,15,7,11,2,10,9,7,5,1,0,0,0,2.62,3.25,2.75,2.5,3.15,2.6,2.6,3.2,2.65,2.5,3.2,2.75,2.38,3.2,2.6,2.55,3.2,2.55,2.6,3.1,2.8
E0,09-05-2009,Hull,Stoke,1,2,A,0,1,A,H Webb,14,10,5,2,12,15,5,3,0,1,0,0,2.1,3.3,3.6,2.05,3.15,3.4,2.05,3.25,3.6,2.1,3.3,3.35,2,3.2,3.2,2.1,3.2,3.2,2.1,3.3,3.5
E0,09-05-2009,West Brom,Wigan,3,1,H,1,1,D,P Walton,12,11,10,4,12,8,5,3,2,0,0,0,2.4,3.4,2.9,2.45,3.25,2.6,2.35,3.3,2.9,2.3,3.3,2.9,2.2,3.25,2.75,2.4,3.2,2.7,2.38,3.25,3
E0,09-05-2009,West Ham,Liverpool,0,3,A,0,2,A,A Wiley,8,16,3,9,10,17,2,4,3,2,0,0,6.5,3.8,1.57,6,3.6,1.5,6,3.75,1.55,6.7,3.8,1.5,4.5,3.5,1.62,5.5,3.5,1.57,6.5,3.75,1.57
E0,10-05-2009,Arsenal,Chelsea,1,4,A,0,2,A,P Dowd,15,16,7,8,19,12,6,2,1,0,0,0,2.6,3.25,2.8,2.45,3.15,2.65,2.5,3.2,2.75,2.5,3.1,2.8,2.38,3.2,2.6,2.5,3.2,2.6,2.63,3.2,2.7
E0,10-05-2009,Man United,Man City,2,0,H,2,0,H,C Foy,15,11,7,5,11,12,8,7,1,1,0,0,1.36,4.75,9.5,1.35,4.5,7.5,1.35,4.5,9,1.37,4.4,8,1.36,3.75,8,1.35,4.2,8,1.36,4.5,9.5
E0,11-05-2009,Newcastle,Middlesbrough,3,1,H,1,1,D,M Dean,19,11,9,5,7,15,11,1,3,1,0,0,2,3.4,3.8,2,3.15,3.5,2,3.3,3.6,1.9,3.3,3.9,1.91,3.2,3.5,2,3.25,3.4,2.1,3.3,3.5
E0,13-05-2009,Wigan,Man United,1,2,A,1,0,H,R Styles,13,18,5,9,11,2,5,4,0,0,0,0,12,5,1.3,9,4.5,1.3,10,4.75,1.3,8.5,4.5,1.35,8,4.33,1.3,8.5,4.3,1.33,9,5,1.33
E0,16-05-2009,Bolton,Hull,1,1,D,1,0,H,P Walton,16,20,9,12,11,9,5,7,1,2,0,0,2.2,3.3,3.4,2.15,3.15,3.15,2.2,3.2,3.2,2.1,3.4,3,2.2,3.25,2.75,2.25,3.2,2.9,2.2,3.25,3.4
E0,16-05-2009,Everton,West Ham,3,1,H,1,1,D,P Dowd,18,8,9,3,15,14,6,3,1,2,0,1,1.73,3.6,5,1.75,3.35,4.4,1.75,3.4,4.75,1.8,3.4,4.3,1.73,3.2,4.33,1.75,3.4,4.2,1.73,3.5,5
E0,16-05-2009,Man United,Arsenal,0,0,D,0,0,D,M Dean,11,14,5,11,13,14,2,6,0,5,0,0,1.67,3.5,6,1.65,3.4,5,1.67,3.5,5,1.65,3.5,5.3,1.5,3.6,5.5,1.62,3.3,5.5,1.67,3.6,5.5
E0,16-05-2009,Middlesbrough,Aston Villa,1,1,D,1,0,H,M Riley,10,8,6,6,11,16,6,8,0,2,0,0,2.5,3.4,2.75,2.45,3.15,2.7,2.5,3.4,2.6,2.4,3.4,2.7,2.25,3.4,2.6,2.5,3.3,2.5,2.5,3.4,2.75
E0,16-05-2009,Newcastle,Fulham,0,1,A,0,1,A,H Webb,12,12,6,5,7,17,6,2,0,3,1,0,1.91,3.5,4,1.9,3.25,3.7,1.9,3.5,3.75,1.9,3.3,3.9,1.8,3.4,3.6,1.85,3.4,3.75,1.91,3.5,4
E0,16-05-2009,Stoke,Wigan,2,0,H,0,0,D,L Probert,13,8,8,3,8,11,6,3,0,0,0,0,2.2,3.25,3.4,2.1,3.15,3.25,2.15,3.2,3.3,2.1,3.25,3.4,2.1,3.2,3,2.2,3.2,3,2.1,3.25,3.6
E0,16-05-2009,Tottenham,Man City,2,1,H,1,0,H,M Halsey,11,9,4,3,5,7,4,7,0,1,0,0,1.83,3.5,4.5,1.85,3.25,4,1.85,3.5,4,1.8,3.4,4.3,1.8,3.3,3.75,1.85,3.4,3.75,1.91,3.5,4
E0,17-05-2009,Chelsea,Blackburn,2,0,H,1,0,H,R Styles,21,8,12,5,6,6,1,4,1,2,0,0,1.3,5,11,1.27,4.9,8.9,1.3,5,9,1.37,4.4,8,1.25,4.5,10,1.3,4.6,8.5,1.3,5,11
E0,17-05-2009,West Brom,Liverpool,0,2,A,0,1,A,M Atkinson,12,16,7,10,13,4,11,5,2,0,0,0,7,5,1.4,8.5,4.75,1.3,7,5,1.36,8.5,4.5,1.35,5.5,4.33,1.4,7,4.5,1.36,8,4.5,1.4
E0,18-05-2009,Portsmouth,Sunderland,3,1,H,0,0,D,A Wiley,9,20,4,9,11,6,5,6,1,0,0,0,2.1,3.2,3.75,2.2,3.15,3.05,2.1,3.2,3.5,,,,2,3.2,3.2,2.1,3.1,3.3,2.1,3.25,3.6
E0,24-05-2009,Arsenal,Stoke,4,1,H,4,1,H,M Atkinson,24,3,11,1,9,11,6,0,1,0,0,0,1.33,5,10,1.28,4.95,8.5,1.33,4.5,9,1.3,4.8,9.5,1.33,5,9,1.3,4.5,9,1.33,5,9
E0,24-05-2009,Aston Villa,Newcastle,1,0,H,1,0,H,C Foy,15,8,5,3,8,10,5,3,0,2,0,1,2.3,3.4,3.1,2.25,3.4,2.75,2.3,3.35,2.9,2.3,3.5,2.6,2.25,3.4,3.1,2.3,3.3,2.75,2.38,3.4,2.88
E0,24-05-2009,Blackburn,West Brom,0,0,D,0,0,D,M Jones,10,13,5,5,14,11,4,9,0,1,1,0,1.83,3.5,4.5,1.7,3.4,4.5,1.8,3.5,4,1.8,3.4,4.3,1.8,3.5,4.5,1.7,3.4,4.5,1.8,3.5,4.5
E0,24-05-2009,Fulham,Everton,0,2,A,0,1,A,M Riley,10,13,4,10,15,10,2,2,0,0,0,0,2.1,3.3,3.6,2.05,3.2,3.3,2.1,3.2,3.3,2.1,3.4,3.25,2.1,3.3,3.5,2.1,3.2,3.2,2.1,3.3,3.5
E0,24-05-2009,Hull,Man United,0,1,A,0,1,A,A Wiley,12,12,8,5,17,11,8,3,2,1,0,0,3,3.5,2.3,2.9,3.45,2.15,2.75,3.5,2.25,2.8,3.4,2.3,2.8,3.5,2.38,2.75,3.4,2.25,3.1,3.5,2.2
E0,24-05-2009,Liverpool,Tottenham,3,1,H,1,0,H,P Walton,20,8,9,4,14,4,9,2,0,1,0,0,1.53,4,6.5,1.45,3.85,6.65,1.53,3.75,6,1.6,3.7,5.3,1.53,4,6,1.53,3.6,5.75,1.53,4,6.5
E0,24-05-2009,Man City,Bolton,1,0,H,1,0,H,M Clattenburg,20,8,12,4,8,10,15,9,0,0,0,0,1.73,3.6,5,1.7,3.4,4.6,1.73,3.5,4.5,1.8,3.4,4.3,1.73,3.5,5,1.7,3.4,4.5,1.73,3.5,5
E0,24-05-2009,Sunderland,Chelsea,2,3,A,0,0,D,M Halsey,8,14,7,9,8,7,6,7,1,1,0,0,4,3.6,1.91,3.9,3.45,1.8,3.75,3.4,1.9,3.3,3.6,2,3.75,3.6,1.91,3.8,3.4,1.85,4.1,3.4,1.91
E0,24-05-2009,West Ham,Middlesbrough,2,1,H,1,0,H,H Webb,14,17,8,6,14,10,4,5,0,1,0,0,2.25,3.4,3.2,2.15,3.4,2.9,2.2,3.3,3,2.2,3.5,2.9,2.25,3.5,3,2.2,3.3,2.9,2.25,3.5,3
E0,24-05-2009,Wigan,Portsmouth,1,0,H,1,0,H,P Dowd,19,9,10,3,8,21,8,2,0,4,0,0,2.1,3.4,3.5,2.05,3.2,3.3,2.1,3.2,3.3,2.1,3.25,3.4,2.1,3.4,3.4,2.1,3.2,3.2,2.2,3.2,3.4
E0,15-08-2009,Aston Villa,Wigan,0,2,A,0,1,A,M Clattenburg,11,14,5,7,15,14,4,6,2,2,0,0,1.67,3.6,5.5,1.65,3.4,5,1.67,3.5,5.25,1.7,3.5,4.9,1.67,3.3,4.5,1.65,3.4,5,1.67,3.6,5.5
E0,15-08-2009,Blackburn,Man City,0,2,A,0,1,A,M Dean,17,8,9,5,12,9,5,4,2,1,0,0,3.6,3.25,2.1,3.4,3.15,2,3.4,3.25,2.1,3.2,3.2,2.2,3,3.2,2.1,3.15,3.25,2.1,3.3,3.25,2.2
E0,15-08-2009,Bolton,Sunderland,0,1,A,0,1,A,A Marriner,11,20,3,13,16,10,4,7,2,1,0,0,2.25,3.25,3.25,2.15,3.15,3.15,2.25,3.25,3.1,2.2,3.2,3.2,2.1,3.2,3,2.25,3.2,2.9,2.3,3.25,3.1
E0,15-08-2009,Chelsea,Hull,2,1,H,1,1,D,A Wiley,26,7,12,3,13,15,12,4,1,2,0,0,1.17,6.5,21,1.17,6,13,1.2,6,15,1.2,5.5,14,1.17,5.5,12,1.17,5.75,15,1.18,6.5,17
E0,15-08-2009,Everton,Arsenal,1,6,A,0,3,A,M Halsey,8,15,5,9,11,13,4,9,0,0,0,0,3.2,3.25,2.3,2.95,3.15,2.25,3,3.25,2.3,3.1,3.1,2.3,2.88,3,2.25,3,3.2,2.2,3.25,3.25,2.25
E0,15-08-2009,Portsmouth,Fulham,0,1,A,0,1,A,M Atkinson,16,9,4,3,11,18,6,4,3,2,0,0,2.63,3.2,2.75,2.3,3.15,2.85,2.6,3.25,2.6,2.5,3.2,2.7,2.38,3.2,2.6,2.4,3.2,2.7,2.63,3.2,2.7
E0,15-08-2009,Stoke,Burnley,2,0,H,2,0,H,S Bennett,12,9,5,5,15,10,3,6,2,2,0,0,1.91,3.3,4.33,1.85,3.2,4,1.9,3.3,4,1.9,3.3,3.9,1.91,3.2,3.5,1.9,3.25,3.75,1.91,3.25,4.33
E0,15-08-2009,Wolves,West Ham,0,2,A,0,1,A,C Foy,19,16,11,13,9,5,8,6,0,0,0,0,2.63,3.3,2.7,2.55,3.15,2.55,2.5,3.2,2.75,2.55,3.3,2.55,2.38,3.2,2.6,2.5,3.2,2.6,2.6,3.2,2.75
E0,16-08-2009,Man United,Birmingham,1,0,H,1,0,H,L Mason,26,6,17,4,13,7,13,2,1,1,0,0,1.2,6,17,1.2,5.5,12,1.2,6,15,1.2,5.7,12,1.17,5.5,12,1.18,5.5,13,1.2,6,17
E0,16-08-2009,Tottenham,Liverpool,2,1,H,1,0,H,P Dowd,17,6,11,3,14,16,6,5,3,3,0,0,3.2,3.25,2.3,3.25,3.15,2.1,3.1,3.2,2.25,3.1,3.1,2.3,3,3.2,2.1,3,3.2,2.2,3,3.25,2.2
E0,18-08-2009,Sunderland,Chelsea,1,3,A,1,0,H,S Bennett,4,20,3,9,14,10,1,14,2,2,0,0,6.5,4,1.53,6.5,3.85,1.45,7,3.75,1.5,6.7,3.8,1.5,6.5,3.6,1.57,6,3.75,1.5,7,3.75,1.53
E0,18-08-2009,Wigan,Wolves,0,1,A,0,1,A,M Jones,18,9,5,3,8,21,4,4,0,3,0,0,1.73,3.6,5.25,1.65,3.4,5,1.7,3.4,5.25,1.75,3.5,4.6,1.73,3.5,5,1.7,3.6,4.2,1.73,3.5,5
E0,19-08-2009,Birmingham,Portsmouth,1,0,H,0,0,D,L Probert,9,9,5,4,11,20,4,5,0,5,0,0,2,3.3,4,1.9,3.25,3.75,2,3.3,3.6,2.15,3.25,3.25,2.1,3.3,3.5,2,3.25,3.4,2,3.4,3.75
E0,19-08-2009,Burnley,Man United,1,0,H,1,0,H,A Wiley,8,18,2,9,8,12,1,12,2,1,0,0,9.5,5,1.33,9,4.5,1.3,10,4.75,1.3,8.5,4.5,1.35,12,5,1.29,9,4.75,1.28,11,5,1.3
E0,19-08-2009,Hull,Tottenham,1,5,A,1,3,A,C Foy,9,18,7,12,23,13,6,5,3,2,0,0,3.75,3.5,2,3.65,3.3,1.9,3.75,3.33,1.95,3.6,3.3,2,4,3.2,2,3.4,3.25,2,3.75,3.4,2
E0,19-08-2009,Liverpool,Stoke,4,0,H,2,0,H,P Walton,18,6,13,3,10,9,11,5,0,1,0,0,1.25,5.5,13,1.2,5.25,13,1.25,5.5,11,1.22,5.3,13,1.3,4.5,13,1.22,5.25,11,1.25,5.5,12
E0,22-08-2009,Arsenal,Portsmouth,4,1,H,2,1,H,S Bennett,19,9,16,4,9,10,8,4,1,0,0,0,1.17,7,19,1.15,6,15,1.2,5.75,14,1.2,5.5,14,1.2,6,15,1.17,6,13,1.18,6.5,15
E0,22-08-2009,Birmingham,Stoke,0,0,D,0,0,D,C Foy,8,13,6,3,8,13,3,3,0,3,0,0,2.3,3.2,3.25,2.1,3.2,3.2,2.25,3.25,3.1,2.2,3.2,3.2,2.25,3.25,3.25,2.15,3.2,3.1,2.38,3.25,3
E0,22-08-2009,Hull,Bolton,1,0,H,0,0,D,M Jones,12,20,5,10,19,19,4,12,3,2,0,0,2.6,3.25,2.8,2.35,3.1,2.85,2.5,3.2,2.75,2.3,3.25,2.95,2.5,3.25,2.8,2.35,3.2,2.75,2.38,3.25,3
E0,22-08-2009,Man City,Wolves,1,0,H,1,0,H,L Mason,16,10,11,2,7,11,5,6,0,1,0,0,1.33,4.5,12,1.25,4.85,10.5,1.33,4.5,10,1.35,4.5,8.5,1.33,5,9,1.25,5,10,1.33,4.5,11
