Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,SJH,SJD,SJA
E0,29-10-2008,Bolton,Everton,0,1,A,0,0,D,P Dowd,18,11,12,7,17,12,5,3,1,2,0,0,2.6,3.3,2.75,2.45,3.15,2.65,2.5,3.25,2.7,2.3,3,2.9,2.38,3.2,2.6,2.5,3.15,2.6,2.6,3.2,2.75
E0,29-10-2008,Fulham,Wigan,2,0,H,1,0,H,H Webb,7,5,2,2,9,14,2,2,0,2,0,0,2.38,3.3,3,2.2,3.15,3.05,2.4,3.25,2.8,2.2,3,3.1,2.25,3.2,2.75,2.25,3.2,2.9,2.38,3.25,3
E0,29-10-2008,Hull,Chelsea,0,3,A,0,1,A,A Marriner,10,27,5,11,11,13,5,5,0,2,0,0,8,4.33,1.44,7,3.75,1.45,7,4,1.45,6,3.6,1.5,6,3.75,1.44,6.75,3.75,1.45,8,4.1,1.44
E0,29-10-2008,Liverpool,Portsmouth,1,0,H,0,0,D,S Tanner,21,4,10,1,13,12,7,1,0,3,0,0,1.33,5,10,1.35,4.25,8,1.36,4.5,9,1.35,4.2,7.5,1.33,4,8,1.35,4.2,8,1.36,4.5,9.5
E0,29-10-2008,Man United,West Ham,2,0,H,2,0,H,P Walton,21,4,12,1,10,9,3,1,1,2,0,0,1.2,6,19,1.2,5.5,12,1.2,6,13,1.2,5.2,11,1.2,5,11,1.15,6,15,1.2,6,17
E0,29-10-2008,Middlesbrough,Man City,2,0,H,0,0,D,L Mason,5,13,3,8,10,15,3,3,1,3,0,0,2.88,3.3,2.5,2.75,3.15,2.35,2.7,3.25,2.5,2.55,3.1,2.55,2.5,3.2,2.5,2.7,3.2,2.4,2.63,3.4,2.6
E0,29-10-2008,Stoke,Sunderland,1,0,H,0,0,D,C Foy,9,9,6,4,10,8,4,4,2,1,0,0,2.6,3.3,2.75,2.4,3.15,2.75,2.5,3.25,2.7,2.5,3,2.7,2.4,3.25,2.5,2.45,3.15,2.65,2.6,3.2,2.75
E0,01-11-2008,Chelsea,Sunderland,5,0,H,3,0,H,M Atkinson,17,1,11,0,5,11,4,0,0,1,0,0,1.17,6.5,21,1.15,6,16,1.2,6,15,1.22,5,10,1.22,5,10,1.15,6,15,1.2,6.5,13
E0,01-11-2008,Everton,Fulham,1,0,H,0,0,D,L Mason,9,15,4,5,11,15,6,5,0,0,0,0,1.67,3.75,5.5,1.7,3.35,4.65,1.73,3.5,4.75,1.7,3.4,4.3,1.73,3.2,4.33,1.7,3.4,4.5,1.73,3.3,5.5
E0,01-11-2008,Man United,Hull,4,3,H,3,1,H,M Dean,20,11,11,7,12,13,9,1,2,2,0,0,1.17,7,17,1.17,6,13,1.18,6,17,1.17,5.7,12,1.2,5,11,1.15,6,15,1.17,6.5,19
E0,01-11-2008,Middlesbrough,West Ham,1,1,D,0,1,A,A Marriner,11,13,7,8,10,14,5,4,3,4,0,0,2,3.3,4,2.05,3.15,3.35,2,3.3,3.75,1.9,3.3,3.5,1.91,3.25,3.4,2,3.15,3.5,2,3.25,4
E0,01-11-2008,Portsmouth,Wigan,1,2,A,0,1,A,P Walton,16,12,8,8,9,11,9,6,0,3,0,0,1.91,3.4,4.2,1.8,3.3,4.15,1.95,3.3,4,1.8,3.2,4,1.91,3.2,3.5,1.85,3.25,3.9,1.91,3.25,4.33
E0,01-11-2008,Stoke,Arsenal,2,1,H,1,0,H,R Styles,7,13,5,6,11,7,3,5,4,2,0,1,8,4.5,1.4,7.5,4,1.4,8,4,1.45,6,3.9,1.45,8,3.75,1.36,6.75,3.75,1.45,7.5,4.33,1.44
E0,01-11-2008,Tottenham,Liverpool,2,1,H,0,1,A,P Dowd,8,14,4,6,18,13,4,4,1,2,0,0,3.5,3.3,2.1,3.65,3.2,1.95,3.6,3.35,2.05,3.2,3.1,2.1,3.2,3.2,2,3.4,3.25,2,3.6,3.4,2.05
E0,01-11-2008,West Brom,Blackburn,2,2,D,0,1,A,M Jones,15,9,8,5,13,18,2,3,3,2,0,1,2.5,3.3,2.88,2.35,3.15,2.8,2.5,3.3,2.75,2.5,3.2,2.5,2.38,3.2,2.6,2.5,3.15,2.6,2.5,3.25,2.8
E0,02-11-2008,Bolton,Man City,2,0,H,0,0,D,M Riley,20,11,12,6,15,20,6,1,1,1,0,0,3,3.3,2.38,2.75,3.15,2.4,3,3.2,2.38,2.7,3.2,2.3,2.8,3.2,2.2,2.8,3.2,2.3,3,3.25,2.38
E0,03-11-2008,Newcastle,Aston Villa,2,0,H,0,0,D,S Bennett,11,6,7,1,13,21,2,6,4,3,0,0,3,3.3,2.38,2.5,3.15,2.6,3,3.2,2.38,2.7,3.2,2.3,3,3.25,2.38,2.7,3.15,2.4,2.88,3.2,2.5
E0,08-11-2008,Arsenal,Man United,2,1,H,1,0,H,H Webb,11,17,7,9,16,7,5,6,3,2,0,0,3.25,3.25,2.3,2.8,3.15,2.35,3,3.2,2.35,2.9,3,2.3,3,3.2,2.38,2.9,3.1,2.3,3,3.25,2.38
E0,08-11-2008,Hull,Bolton,0,1,A,0,0,D,A Wiley,16,10,11,6,15,10,6,7,1,2,0,0,2.25,3.25,3.4,1.9,3.25,3.75,2.2,3.2,3.3,2.1,3.1,3.2,2.2,3.3,3.3,2,3.25,3.4,2.1,3.3,3.5
E0,08-11-2008,Liverpool,West Brom,3,0,H,2,0,H,P Walton,11,4,10,2,10,8,3,7,2,1,0,0,1.2,6,19,1.17,6,13,1.22,5.5,16,1.2,5.2,11,1.22,6,13,1.2,5.5,12,1.25,5.5,13
E0,08-11-2008,Sunderland,Portsmouth,1,2,A,1,0,H,S Bennett,9,10,6,5,8,10,8,3,2,1,0,0,2.38,3.3,3,2.35,3.15,2.8,2.35,3.25,3,2.2,3.1,3,2.38,3.25,3,2.25,3.2,2.9,2.25,3.25,3.2
E0,08-11-2008,West Ham,Everton,1,3,A,0,0,D,M Halsey,15,12,13,7,9,10,9,4,1,1,0,0,2.6,3.25,2.8,2.4,3.15,2.75,2.5,3.25,2.75,2.4,3.1,2.7,2.5,3.3,2.8,2.45,3.2,2.65,2.5,3.25,2.8
E0,08-11-2008,Wigan,Stoke,0,0,D,0,0,D,M Riley,22,2,14,1,10,12,6,3,1,3,0,0,1.8,3.4,5,1.75,3.25,4.5,1.8,3.3,4.75,1.75,3.3,4.2,1.8,3.5,4.5,1.7,3.4,4.5,1.73,3.5,5
E0,09-11-2008,Aston Villa,Middlesbrough,1,2,A,1,1,D,R Styles,14,15,9,8,13,5,7,4,2,2,0,0,1.7,3.8,5,1.65,3.4,5,1.7,3.6,5,1.7,3.4,4.3,1.73,3.5,5,1.65,3.4,5,1.67,3.6,5.5
E0,09-11-2008,Blackburn,Chelsea,0,2,A,0,1,A,C Foy,8,18,3,13,14,11,5,9,2,1,0,0,8,4.33,1.44,7,3.75,1.45,7.25,4,1.48,6,3.6,1.5,8,3.6,1.5,6.5,3.9,1.45,7,4,1.5
E0,09-11-2008,Fulham,Newcastle,2,1,H,1,0,H,M Atkinson,11,13,6,7,13,11,6,1,2,2,0,0,2.38,3.25,3.1,2.25,3.15,2.95,2.3,3.3,3,2.2,3.1,3,2.38,3.25,3,2.25,3.2,2.9,2.25,3.25,3.2
E0,09-11-2008,Man City,Tottenham,1,2,A,1,1,D,M Dean,9,14,7,9,12,13,4,5,1,2,2,1,2.25,3.3,3.3,2.05,3.2,3.3,2.2,3.2,3.3,2.3,3.1,2.8,2.2,3.3,3.3,2.1,3.2,3.2,2.2,3.2,3.4
E0,15-11-2008,Arsenal,Aston Villa,0,2,A,0,0,D,M Riley,11,9,8,6,9,22,8,5,2,4,0,0,1.5,4,7,1.45,3.75,7,1.53,3.75,7,1.5,3.8,5.5,1.44,3.75,6,1.5,3.75,6,1.5,4,7
E0,15-11-2008,Blackburn,Sunderland,1,2,A,1,0,H,S Tanner,16,10,8,6,9,9,11,9,3,4,0,0,2,3.4,3.8,2,3.15,3.5,2.1,3.2,3.6,2,3.2,3.3,2,3.2,3.2,2,3.25,3.4,2.1,3.25,3.6
E0,15-11-2008,Bolton,Liverpool,0,2,A,0,1,A,R Styles,15,15,9,6,7,7,7,3,1,1,0,0,6,3.75,1.62,5.5,3.45,1.6,5.75,3.6,1.62,4.5,3.5,1.65,5,3.25,1.62,5,3.6,1.6,6,3.6,1.62
E0,15-11-2008,Fulham,Tottenham,2,1,H,1,0,H,A Wiley,16,7,14,3,2,10,10,3,1,0,0,0,3.3,3.3,2.25,3.25,3.15,2.1,3.1,3.3,2.25,2.8,3.1,2.3,2.8,3.2,2.2,2.9,3.2,2.25,3.2,3.25,2.25
E0,15-11-2008,Man United,Stoke,5,0,H,2,0,H,P Walton,21,3,15,1,5,15,3,0,1,2,0,0,1.14,7.5,23,1.12,6.75,16,1.15,7.5,16,1.17,5.7,12,1.14,6,13,1.12,6.5,17,1.14,7.5,19
E0,15-11-2008,Newcastle,Wigan,2,2,D,0,1,A,A Marriner,17,12,9,7,9,12,4,10,1,3,0,1,2.1,3.3,3.6,1.9,3.25,3.75,2,3.35,3.75,2,3.2,3.3,2,3.2,3.2,2,3.25,3.4,2,3.4,3.75
E0,15-11-2008,West Brom,Chelsea,0,3,A,0,3,A,S Bennett,13,15,3,9,7,10,3,10,0,3,0,0,12,5,1.3,10,5,1.25,10,5,1.3,8.5,4.4,1.3,8,4.5,1.29,9,4.5,1.3,11,5,1.3
E0,15-11-2008,West Ham,Portsmouth,0,0,D,0,0,D,M Atkinson,11,11,5,7,6,11,8,7,0,1,0,0,2.5,3.25,2.88,2.3,3.2,2.85,2.5,3.3,2.75,2.5,3,2.7,2.4,3.25,2.5,2.4,3.2,2.7,2.5,3.2,2.88
E0,16-11-2008,Everton,Middlesbrough,1,1,D,0,1,A,H Webb,15,11,7,3,11,13,11,1,0,2,0,0,1.83,3.5,4.5,1.75,3.3,4.45,1.9,3.5,4,1.85,3.2,3.8,1.8,3.3,3.75,1.8,3.25,4.2,1.83,3.4,4.5
E0,16-11-2008,Hull,Man City,2,2,D,1,2,A,P Dowd,11,12,6,8,15,16,3,6,2,3,0,0,2.88,3.25,2.5,2.65,3.25,2.4,2.8,3.2,2.5,2.6,3.2,2.4,2.4,3.25,2.5,2.7,3.15,2.4,2.75,3.2,2.6
E0,22-11-2008,Aston Villa,Man United,0,0,D,0,0,D,C Foy,10,12,7,7,12,15,3,6,1,0,0,0,5,3.6,1.73,4.45,3.3,1.75,4.5,3.4,1.77,4.2,3.3,1.75,4.5,3.5,1.8,4.2,3.4,1.75,4.5,3.5,1.8
E0,22-11-2008,Chelsea,Newcastle,0,0,D,0,0,D,P Dowd,25,2,14,0,12,13,8,1,0,2,0,0,1.2,6,19,1.2,5.5,12,1.22,5.5,13,1.2,5.2,11,1.2,6,15,1.2,5.5,12,1.2,6,17
E0,22-11-2008,Liverpool,Fulham,0,0,D,0,0,D,M Halsey,18,6,7,6,7,6,9,3,0,0,0,0,1.25,5.5,15,1.22,5.25,11,1.27,5,11,1.27,4.6,9,1.25,5.5,12,1.22,5.25,11,1.25,5.5,13
E0,22-11-2008,Man City,Arsenal,3,0,H,1,0,H,A Wiley,12,11,8,5,16,9,3,3,0,1,0,0,3.25,3.4,2.2,3.25,3.15,2.1,3.2,3.2,2.2,3.1,3.2,2.1,3.2,3.4,2.2,3.4,3.25,2,3.2,3.4,2.2
E0,22-11-2008,Middlesbrough,Bolton,1,3,A,0,2,A,M Atkinson,18,11,5,5,10,15,8,0,2,5,0,0,1.91,3.4,4.33,1.8,3.25,4.2,1.9,3.3,4,1.85,3.2,3.8,1.83,3.4,4.5,1.9,3.25,3.75,1.9,3.3,4.33
E0,22-11-2008,Portsmouth,Hull,2,2,D,1,0,H,S Attwell,14,13,7,6,13,13,7,7,2,1,0,0,1.8,3.6,4.5,1.8,3.25,4.25,1.85,3.4,4.2,1.75,3.3,4.2,1.83,3.5,4.33,1.8,3.25,4.2,1.8,3.5,4.5
E0,22-11-2008,Stoke,West Brom,1,0,H,0,0,D,L Mason,9,8,7,2,9,7,4,1,1,0,0,0,2.2,3.3,3.4,2.1,3.15,3.25,2.25,3.2,3.1,2,3.2,3.3,2.25,3.3,3.2,2.1,3.2,3.2,2.2,3.2,3.4
E0,23-11-2008,Sunderland,West Ham,0,1,A,0,1,A,M Dean,17,10,6,5,13,16,4,2,2,1,0,0,2.1,3.4,3.5,2.15,3.15,3.15,2.1,3.25,3.4,2.15,3.1,3.1,2,3.4,3.75,2.1,3.2,3.2,2.2,3.4,3.2
E0,23-11-2008,Tottenham,Blackburn,1,0,H,1,0,H,H Webb,16,9,7,6,15,15,6,6,2,3,0,1,1.73,3.75,4.75,1.7,3.35,4.65,1.75,3.5,4.5,1.75,3.3,4.2,1.73,3.5,5,1.7,3.4,4.5,1.73,3.5,5
E0,24-11-2008,Wigan,Everton,1,0,H,0,0,D,R Styles,12,7,6,2,8,7,3,3,0,0,0,0,2.5,3.3,2.88,2.5,3.15,2.6,2.5,3.25,2.65,2.55,3.1,2.55,2.5,3.3,2.8,2.5,3.2,2.6,2.6,3.2,2.75
E0,29-11-2008,Aston Villa,Fulham,0,0,D,0,0,D,M Jones,12,5,4,2,9,16,11,4,0,2,0,0,1.57,3.8,6.5,1.6,3.45,5.4,1.65,3.4,5.5,1.65,3.5,4.5,1.62,3.25,5,1.57,3.5,5.5,1.67,3.6,5.5
E0,29-11-2008,Middlesbrough,Newcastle,0,0,D,0,0,D,A Wiley,14,10,7,5,9,7,7,2,1,1,0,0,2.2,3.3,3.4,2.05,3.2,3.3,2.1,3.3,3.4,2.1,3.1,3.2,2.2,3.2,2.8,2.1,3.2,3.2,2.1,3.25,3.6
E0,29-11-2008,Stoke,Hull,1,1,D,0,1,A,K Stroud,10,6,5,5,17,20,5,3,2,3,0,0,2.4,3.4,2.88,2.5,3.15,2.6,2.5,3.2,2.75,2.3,3.2,2.7,2.25,3.2,2.75,2.4,3.2,2.7,2.38,3.25,3
E0,29-11-2008,Sunderland,Bolton,1,4,A,1,3,A,C Foy,14,11,9,6,9,6,5,6,4,0,0,0,2.25,3.3,3.3,2.15,3.15,3.15,2.3,3.2,3,2.2,3.1,3,2.2,3.2,2.8,2.25,3.2,2.9,2.25,3.25,3.25
E0,29-11-2008,Wigan,West Brom,2,1,H,0,0,D,P Dowd,17,17,9,9,10,7,6,8,0,2,0,0,1.73,3.6,5,1.75,3.3,4.4,1.8,3.4,4.33,1.8,3.2,4,1.8,3.3,3.75,1.7,3.4,4.5,1.8,3.5,4.5
E0,30-11-2008,Chelsea,Arsenal,1,2,A,1,0,H,M Dean,12,9,5,6,18,16,3,2,2,0,0,0,1.8,3.4,5,1.65,3.45,4.9,1.75,3.4,5,1.7,3.3,4.5,1.73,3.1,4.5,1.7,3.4,4.5,1.73,3.5,5
E0,30-11-2008,Man City,Man United,0,1,A,0,1,A,H Webb,10,12,1,8,17,15,3,8,2,5,0,1,4.33,3.6,1.83,4.2,3.25,1.8,4,3.35,1.9,3.8,3.2,1.85,3.75,3.2,1.83,3.6,3.4,1.9,4,3.5,1.91
E0,30-11-2008,Portsmouth,Blackburn,3,2,H,0,0,D,M Halsey,9,10,6,2,5,12,8,10,0,1,0,0,2.1,3.3,3.6,1.85,3.3,3.9,2,3.2,3.75,1.9,3.2,3.6,1.83,3.2,3.75,1.9,3.25,3.75,1.91,3.25,4.33
E0,30-11-2008,Tottenham,Everton,0,1,A,0,0,D,S Bennett,14,8,6,6,9,16,5,1,1,3,0,0,1.91,3.5,4,1.9,3.2,3.8,2,3.3,3.6,1.9,3.2,3.6,2,3.2,3.2,2,3.25,3.4,1.91,3.25,4.33
E0,01-12-2008,Liverpool,West Ham,0,0,D,0,0,D,P Walton,21,7,8,3,5,7,17,5,1,1,0,0,1.3,5,12,1.25,5,10,1.3,5,10,1.33,4.2,8,1.25,4.5,10,1.28,4.5,10,1.29,5,12
E0,06-12-2008,Arsenal,Wigan,1,0,H,1,0,H,S Bennett,11,10,4,4,13,13,8,3,1,2,0,0,1.33,4.75,11,1.25,5,10,1.35,4.5,9,1.3,4.4,8.5,1.33,4.5,11,1.3,4.5,9,1.33,4.75,10
E0,06-12-2008,Blackburn,Liverpool,1,3,A,0,0,D,A Marriner,7,10,3,6,11,9,5,6,2,2,0,0,5.5,3.5,1.73,5,3.4,1.65,5.25,3.4,1.7,4.3,3.4,1.7,5.5,3.5,1.67,4.5,3.4,1.7,5.5,3.6,1.67
E0,06-12-2008,Bolton,Chelsea,0,2,A,0,2,A,H Webb,21,11,11,7,14,16,10,2,2,1,0,0,7,3.8,1.53,6.75,3.8,1.45,6.5,3.6,1.55,5.5,3.5,1.55,6,3.6,1.62,6.25,3.6,1.5,7,3.75,1.53
E0,06-12-2008,Fulham,Man City,1,1,D,1,1,D,R Styles,12,15,8,7,6,5,9,7,2,1,0,0,2.6,3.2,2.8,2.6,3.15,2.5,2.6,3.25,2.6,2.5,3.1,2.6,2.6,3.4,2.6,2.6,3.2,2.5,2.5,3.2,2.88
E0,06-12-2008,Hull,Middlesbrough,2,1,H,0,0,D,S Tanner,17,9,7,7,10,8,8,6,1,1,0,1,2.38,3.25,3.1,2.2,3.15,3.05,2.4,3.25,2.9,2.3,3.2,2.7,2.38,3.25,3,2.3,3.2,2.8,2.38,3.25,3
E0,06-12-2008,Man United,Sunderland,1,0,H,0,0,D,M Halsey,27,2,15,2,8,8,10,1,1,0,0,0,1.14,7.5,23,1.15,6,15,1.16,6.5,15,1.2,5.2,11,1.17,7,15,1.12,6.5,17,1.15,7,19
E0,06-12-2008,Newcastle,Stoke,2,2,D,2,0,H,M Riley,9,12,6,4,10,17,6,3,0,1,0,0,1.8,3.5,4.75,1.75,3.3,4.4,1.8,3.5,4.25,1.75,3.3,4.2,1.8,3.5,4.5,1.8,3.4,4,1.8,3.5,4.5
E0,07-12-2008,Everton,Aston Villa,2,3,A,1,1,D,M Atkinson,12,5,7,5,18,16,10,6,2,1,0,0,2.62,3.25,2.75,2.6,3.15,2.5,2.6,3.25,2.6,2.4,3.1,2.7,2.6,3.2,2.75,2.5,3.1,2.65,2.63,3.2,2.75
E0,07-12-2008,West Brom,Portsmouth,1,1,D,1,0,H,M Dean,14,6,8,3,11,12,3,5,1,2,0,0,2.62,3.25,2.75,2.5,3.15,2.6,2.6,3.25,2.6,2.5,3.2,2.5,2.6,3.4,2.6,2.5,3.2,2.6,2.63,3.2,2.75
E0,08-12-2008,West Ham,Tottenham,0,2,A,0,0,D,C Foy,11,17,4,12,13,16,7,5,2,0,0,0,2.75,3.25,2.62,2.5,3.15,2.6,2.6,3.25,2.6,2.55,3.1,2.55,2.6,3.4,2.6,2.6,3.2,2.5,2.6,3.2,2.75
E0,13-12-2008,Aston Villa,Bolton,4,2,H,2,1,H,L Probert,16,9,7,5,7,16,10,3,0,1,0,0,1.67,3.6,5.5,1.65,3.4,5,1.7,3.6,5,1.65,3.4,4.7,1.62,3.25,5,1.65,3.4,5,1.67,3.6,5.5
E0,13-12-2008,Liverpool,Hull,2,2,D,2,2,D,A Wiley,22,9,10,3,12,8,8,4,3,3,0,0,1.33,5,10,1.3,4.5,9,1.36,4.33,10,1.3,4.4,8.5,1.33,4,8,1.3,4.5,9,1.33,4.8,10
E0,13-12-2008,Man City,Everton,0,1,A,0,0,D,M Halsey,7,11,4,4,10,7,5,7,0,1,0,0,2,3.4,3.8,2.05,3.15,3.4,2.05,3.3,3.75,2,3.2,3.3,1.91,3.25,3.4,2,3.25,3.4,2.1,3.3,3.5
E0,13-12-2008,Middlesbrough,Arsenal,1,1,D,1,1,D,P Walton,8,17,3,11,8,11,5,10,0,1,0,0,4.5,3.6,1.8,4.4,3.3,1.75,4.5,3.5,1.8,4,3.2,1.8,4.33,3.2,1.73,4.2,3.4,1.75,5,3.5,1.73
E0,13-12-2008,Stoke,Fulham,0,0,D,0,0,D,S Attwell,6,9,2,6,16,2,5,6,1,1,0,0,2.5,3.25,2.88,2.25,3.15,2.95,2.5,3.25,2.8,2.3,3.1,2.8,2.2,3.2,2.8,2.4,3.2,2.7,2.5,3.25,2.88
E0,13-12-2008,Sunderland,West Brom,4,0,H,3,0,H,L Mason,16,14,10,6,8,14,1,11,1,2,0,0,2,3.4,3.8,2,3.15,3.5,2.05,3.2,3.75,2,3.2,3.3,2,3.2,3.2,2,3.25,3.4,2.1,3.25,3.6
E0,13-12-2008,Tottenham,Man United,0,0,D,0,0,D,M Dean,11,15,6,12,10,9,4,14,1,1,0,0,4.5,3.5,1.83,4.2,3.25,1.8,4.5,3.3,1.85,3.8,3.2,1.85,4.5,3.5,1.8,4.2,3.4,1.75,4.5,3.5,1.8
E0,13-12-2008,Wigan,Blackburn,3,0,H,2,0,H,H Webb,10,11,5,4,9,14,6,9,1,1,0,0,2.1,3.3,3.6,1.95,3.2,3.65,2.05,3.2,3.75,2,3.2,3.3,2,3.2,3.2,2,3.25,3.4,2,3.25,4
E0,14-12-2008,Chelsea,West Ham,1,1,D,0,1,A,M Riley,19,4,12,2,13,20,9,4,3,2,0,0,1.25,5.5,15,1.22,5.25,11,1.25,5.5,12,1.25,4.8,9.5,1.25,5.5,12,1.18,5.6,13,1.2,6,17
E0,14-12-2008,Portsmouth,Newcastle,0,3,A,0,0,D,C Foy,18,10,6,5,15,5,8,5,4,1,0,0,2.05,3.2,3.4,1.9,3.25,3.75,2.1,3.2,3.6,2,3.2,3.3,2.1,3.3,3.5,2,3.25,3.4,2.1,3.25,3.6
E0,20-12-2008,Blackburn,Stoke,3,0,H,3,0,H,P Walton,10,14,9,4,13,11,3,7,0,2,0,0,1.83,3.5,4.5,1.8,3.25,4.2,1.83,3.4,4.25,1.9,3.2,3.6,1.8,3.5,4.5,1.9,3.25,3.75,1.83,3.5,4.33
E0,20-12-2008,Bolton,Portsmouth,2,1,H,2,1,H,M Atkinson,19,8,10,5,14,16,6,3,1,1,0,0,2.2,3.25,3.4,2.25,3.15,2.95,2.2,3.25,3.25,2.1,3.1,3.2,2.2,3.3,3.3,2.2,3.2,3,2.2,3.2,3.4
E0,20-12-2008,Fulham,Middlesbrough,3,0,H,1,0,H,K Stroud,19,12,13,5,12,7,6,4,0,2,0,0,2.2,3.25,3.5,2.1,3.15,3.25,2.2,3.25,3.3,2.1,3.1,3.2,2.2,3.3,3.3,2.1,3.2,3.2,2.2,3.2,3.4
E0,20-12-2008,Hull,Sunderland,1,4,A,1,1,D,M Riley,14,15,8,6,20,10,6,6,3,1,1,0,2.1,3.25,3.75,1.95,3.2,3.65,2.1,3.25,3.5,2.1,3.1,3.2,2,3.4,3.75,2,3.25,3.4,2.05,3.25,3.75
E0,20-12-2008,West Ham,Aston Villa,0,1,A,0,0,D,M Halsey,17,10,13,4,7,10,7,6,2,1,0,0,3,3.4,2.37,2.95,3.15,2.25,2.9,3.25,2.4,2.8,3.1,2.3,3,3.25,2.38,2.8,3.25,2.3,3,3.25,2.38
E0,21-12-2008,Arsenal,Liverpool,1,1,D,1,1,D,H Webb,6,10,3,6,14,17,2,1,3,3,1,0,2.4,3.25,3,2.3,3.15,2.85,2.4,3.2,3,2.3,3.1,2.8,2.4,3.2,3,2.4,3.1,2.75,2.38,3.25,3
E0,21-12-2008,Newcastle,Tottenham,2,1,H,1,1,D,A Marriner,7,11,4,6,9,7,4,7,3,2,0,0,2.37,3.4,3,2.35,3.15,2.8,2.5,3.3,2.8,2.4,3.1,2.7,2.5,3.3,2.8,2.4,3.2,2.7,2.4,3.4,2.88
E0,21-12-2008,West Brom,Man City,2,1,H,0,0,D,C Foy,12,11,7,7,10,9,5,7,2,1,0,0,3.25,3.3,2.25,3.1,3.2,2.15,3.1,3.25,2.25,2.8,3.1,2.3,3.1,3.3,2.3,2.9,3.2,2.25,3.25,3.25,2.25
E0,22-12-2008,Everton,Chelsea,0,0,D,0,0,D,P Dowd,10,6,8,2,16,12,6,5,0,3,0,1,5,3.6,1.73,4.7,3.35,1.7,4.75,3.5,1.75,4.2,3.3,1.75,5,3.5,1.73,4.5,3.4,1.7,5,3.5,1.73
E0,26-12-2008,Aston Villa,Arsenal,2,2,D,0,1,A,L Mason,13,8,9,6,10,10,7,6,4,4,0,0,2.5,3.3,2.87,2.5,3.15,2.6,2.5,3.25,2.75,2.5,3,2.7,2.38,3.25,3,2.38,3.2,2.7,2.38,3.25,3
E0,26-12-2008,Chelsea,West Brom,2,0,H,2,0,H,R Styles,23,6,15,2,7,7,7,5,1,0,0,0,1.14,7.5,21,1.15,6,16,1.18,6.5,15,1.15,6,13,1.2,6,15,1.14,6.5,15,1.18,6.5,17
E0,26-12-2008,Liverpool,Bolton,3,0,H,1,0,H,A Wiley,18,4,8,2,7,12,16,3,1,3,0,0,1.33,4.5,12,1.25,4.85,11,1.35,4.5,9.5,1.33,4.2,8,1.36,4.5,9,1.3,4.5,9,1.36,4.33,10
E0,26-12-2008,Man City,Hull,5,1,H,4,0,H,A Marriner,23,15,16,11,15,14,8,10,0,4,0,0,1.8,3.6,4.5,1.75,3.4,4.25,1.8,3.5,4.33,1.75,3.3,4.2,1.83,3.4,4.33,1.8,3.4,4,1.83,3.4,4.5
E0,26-12-2008,Middlesbrough,Everton,0,1,A,0,0,D,M Riley,7,11,5,6,28,14,5,8,5,1,0,0,2.5,3.3,2.87,2.65,3.15,2.45,2.5,3.25,2.75,2.4,3.1,2.7,2.62,3.3,2.62,2.5,3.2,2.6,2.6,3.2,2.75
E0,26-12-2008,Portsmouth,West Ham,1,4,A,1,1,D,S Bennett,21,16,14,9,14,9,9,5,1,3,0,0,2.2,3.25,3.4,2,3.2,3.5,2.2,3.25,3.25,2,3.2,3.3,2.25,3.25,3.25,2.1,3.2,3.2,2.25,3.2,3.25
E0,26-12-2008,Stoke,Man United,0,1,A,0,0,D,C Foy,6,17,3,10,13,7,6,9,4,2,1,0,12,5,1.3,9,4.5,1.3,9,4.75,1.33,8.5,4.4,1.3,9,4.5,1.36,10,4.5,1.28,11,4.5,1.33
E0,26-12-2008,Sunderland,Blackburn,0,0,D,0,0,D,M Atkinson,13,7,8,3,5,11,5,2,0,3,0,0,2.25,3.25,3.3,2.1,3.15,3.25,2.2,3.25,3.25,2.2,3.1,3,2.25,3.25,3.25,2.2,3.2,3,2.2,3.25,3.4
E0,26-12-2008,Tottenham,Fulham,0,0,D,0,0,D,P Walton,14,10,7,7,7,11,4,2,0,1,0,0,1.72,3.6,5,1.72,3.4,4.5,1.75,3.5,4.75,1.75,3.3,4.2,1.73,3.5,5,1.7,3.4,4.5,1.8,3.25,5
E0,26-12-2008,Wigan,Newcastle,2,1,H,1,0,H,M Dean,11,5,5,3,14,11,7,4,2,3,0,1,2.25,3.3,3.25,2.3,3.15,2.85,2.2,3.25,3.25,2.1,3.1,3.2,2.25,3.25,3.25,2.2,3.2,3,2.25,3.3,3.2
E0,28-12-2008,Arsenal,Portsmouth,1,0,H,0,0,D,A Wiley,11,4,7,3,9,9,11,2,0,1,0,0,1.4,4.5,10,1.35,4.2,8.25,1.4,4,9,1.4,3.8,7,1.36,4.33,10,1.35,4.2,8,1.4,4.33,9
E0,28-12-2008,Blackburn,Man City,2,2,D,1,0,H,H Webb,11,13,6,3,14,9,4,3,2,1,0,0,2.62,3.3,2.87,2.45,3.25,2.6,2.6,3.2,2.75,2.3,3.1,2.8,2.4,3.4,2.8,2.5,3.2,2.6,2.5,3.3,2.75
